pygeostat_saved_data
4
x
y
Var1
Var2
7480.60000 5784.00000 -1.22544 -0.37500
7309.60000 6280.00000 0.66597 -0.23068
7608.00000 5770.50000 -1.53835 0.91146
6198.30000 6607.20000 -0.70000 1.20313
7214.30000 5908.80000 0.25000 -0.59063
7611.00000 6299.40000 -1.01665 0.44361
7600.80000 5746.20000 -1.34408 0.59440
7594.00000 6107.20000 -1.60416 0.15524
7005.60000 6391.40000 0.76667 0.70000
7428.00000 6339.00000 0.00000 1.06750
7030.60000 5834.80000 0.80938 -0.03224
6413.50000 6414.90000 -1.36378 1.75000
7039.60000 5945.40000 1.51667 -0.10096
7638.30000 5822.40000 -2.13380 1.29063
6907.40000 6049.70000 -1.87971 -0.19091
6520.40000 6341.40000 -0.52500 -0.23864
7043.30000 5821.10000 0.72500 -0.41250
7570.30000 6364.60000 -0.79363 1.24688
7292.70000 6209.30000 -0.52500 1.36250
7304.70000 6092.30000 -1.22635 -0.36250
6187.10000 6502.60000 0.31250 0.52500
6574.60000 6367.50000 -1.35804 0.42188
7685.00000 6466.80000 -1.96951 0.25515
7803.60000 5899.70000 -1.32833 0.03580
6841.60000 6356.00000 -0.78750 0.01591
6502.60000 6198.80000 -0.52396 -0.23864
6233.20000 6516.30000 0.35000 0.46395
7178.30000 5784.50000 0.80938 -0.65625
7009.60000 6583.20000 0.80063 0.60345
7509.50000 6043.10000 1.92501 -0.38750
7515.40000 6443.30000 -0.07000 0.82500
6964.70000 5918.70000 0.77917 -0.23864
6766.60000 6371.50000 -1.03579 0.07557
8383.30000 5897.80000 -1.05837 -1.40000
7062.40000 6745.70000 0.25000 1.79375
6471.80000 6807.70000 -0.35000 1.64500
6645.50000 6421.00000 -1.96323 -0.16154
7165.10000 6513.60000 1.33750 0.19966
7506.30000 6316.90000 -0.26250 1.59250
7920.40000 6510.70000 -2.76866 -1.73405
6656.30000 6588.30000 0.16250 0.57931
7276.80000 6027.90000 -1.58910 -0.30625
7928.10000 6078.70000 -0.61903 -0.00921
6780.40000 6618.90000 0.05000 1.21406
7412.20000 6212.70000 -1.03204 0.24487
7164.80000 5640.50000 0.23750 0.05568
7891.90000 6272.80000 -1.37852 0.57629
6865.00000 6682.20000 0.18750 1.12875
7216.30000 6089.00000 -3.22893 0.45174
7850.30000 5937.60000 -0.61693 0.96250
7722.40000 6424.20000 -1.25200 0.86250
6974.30000 6758.60000 -0.10938 2.18750
6874.00000 6850.60000 0.18750 1.30156
6519.60000 6525.20000 -1.02709 1.48750
7263.70000 6564.40000 0.25000 1.21406
6751.40000 6768.30000 -0.10938 1.10250
6906.00000 6707.40000 0.50909 0.98875
6834.80000 6210.60000 -0.35000 -0.04145
7254.00000 5783.60000 2.12626 -1.22500
7426.80000 5726.50000 -1.27355 -0.27344
7179.90000 5715.60000 0.75417 -0.65625
7531.60000 6347.30000 0.01250 1.31250
7239.90000 6476.90000 0.06250 1.19219
6425.80000 6220.50000 -1.25983 -0.30625
6991.80000 5820.60000 -0.45311 -0.29531
7541.00000 5887.80000 0.12500 0.23254
7068.10000 6489.50000 0.41806 -0.33906
6812.30000 6132.10000 -1.28864 -0.15481
7097.30000 6124.70000 0.94584 -0.15481
6778.90000 6360.60000 -1.13408 0.05966
7426.90000 5668.30000 -1.26621 0.38438
6402.60000 6306.60000 -0.35000 -0.74375
6914.10000 6501.50000 0.58334 0.79375
6796.60000 6315.90000 -1.93952 -0.30625
7979.60000 6159.20000 -0.93955 -0.48125
7667.00000 5978.10000 -1.07025 2.12917
7296.30000 6372.40000 0.90000 -0.24659
7527.70000 5956.50000 0.96765 -0.56875
7730.90000 6169.70000 -0.07000 0.31703
7532.10000 6582.90000 0.05000 0.88229
7540.90000 6696.60000 0.21250 1.29063
6254.80000 6847.00000 -0.17500 0.42656
6878.20000 6706.60000 -0.05250 1.81563
6289.30000 6871.70000 -0.69601 0.85625
7166.40000 6650.10000 -0.05250 1.45833
6998.40000 6745.00000 0.15000 2.15834
6957.70000 6392.30000 0.20000 1.77188
7824.60000 6286.30000 -1.04052 -0.65625
6496.50000 6249.20000 -0.61250 0.10726
8210.10000 5800.10000 -0.98033 -1.13750
6688.90000 6300.20000 -1.30939 -0.50313
6848.10000 6785.80000 -0.13125 1.48750
7551.90000 6545.50000 0.07500 1.25781
7505.10000 5848.80000 -1.46996 1.24688
7488.10000 6385.20000 0.00000 2.07813
6658.10000 6056.40000 -1.97346 -0.26250
7561.50000 6784.00000 -0.15313 0.41875
6019.90000 6877.20000 -0.50467 1.31250
7657.80000 6263.20000 -1.33959 -0.24659
7552.30000 6813.80000 -1.12068 -0.13462
7217.60000 6236.30000 0.94584 -0.37500
7395.70000 6702.90000 -0.01750 1.70625
6403.70000 6315.60000 -0.35000 -0.56875
7658.20000 6386.20000 -0.97537 0.44971
7526.10000 6624.30000 0.16250 1.55750
7364.30000 6367.50000 0.02500 0.75662
7371.40000 6318.00000 -0.26250 0.46802
7916.80000 6353.10000 -0.69780 -0.02763
7242.20000 6325.30000 1.01912 -0.41250
7134.00000 6273.00000 0.75417 -0.74375
6859.20000 6100.10000 -0.08750 0.02386
7867.40000 5866.40000 -0.30625 0.22638
7705.70000 5809.10000 1.88126 -0.29531
6490.30000 6846.30000 -0.05250 0.46802
7120.30000 6068.00000 1.90751 -0.42500
8177.90000 5772.00000 -0.93517 -0.40000
6213.60000 6439.80000 -1.08672 1.95417
7148.30000 6299.40000 0.77084 -0.37500
7608.30000 5822.50000 -2.49121 2.39167
6770.10000 6573.90000 -0.01750 0.81875
8217.80000 5781.70000 -0.78750 -1.13750
7868.00000 6104.90000 -0.88236 0.21816
7255.60000 6381.50000 1.09861 -0.65625
6457.70000 6296.60000 -0.35000 -0.41250
6890.90000 6747.00000 0.46932 1.29063
7030.40000 6745.30000 -0.01750 1.86667
6528.30000 6437.10000 -0.89414 0.70515
7910.10000 6182.30000 -0.70000 0.03977
7458.30000 5779.50000 -1.59853 -0.28438
6276.60000 6304.60000 -0.63960 0.52802
7310.80000 5726.30000 1.18417 -0.30625
7563.30000 5822.70000 0.06250 0.89688
6518.00000 6675.00000 -1.97207 -1.05000
7600.70000 5652.80000 -2.30316 0.52297
6391.80000 6431.60000 -0.46177 0.62083
7898.10000 6104.80000 -0.68631 -0.09423
7575.30000 6030.90000 1.71023 0.01193
7155.40000 6312.60000 0.26250 -0.96250
6859.80000 6159.00000 -1.52521 -0.18295
6949.80000 6800.00000 0.13750 1.66250
6487.60000 6782.20000 -1.22500 0.36250
7059.80000 6250.70000 0.65139 -0.54688
6594.10000 6560.40000 -0.10938 0.48227
7337.20000 5934.40000 1.09861 -0.10096
7725.60000 6713.90000 0.30000 1.09375
7162.40000 6756.10000 0.08750 1.95417
7108.30000 6714.50000 0.31250 1.23594
6615.10000 6616.80000 0.51705 0.27885
